[2025-04-04 20:44:07] ID: 1, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.238, Ports: [1 753 367], Software: OpenSSH, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1024, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.242, Ports: [3252 87 3388], Software: Nginx, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1025, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.229, Ports: [4883], Software: PHP, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1026, Type: Malware Infection, Severity: High, Status: Active, IP: 192.168.1.167, Ports: [6518], Software: Nginx, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1027, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.107, Ports: [247 538 331 387], Software: MySQL, OS: Debian 11
[2025-04-04 20:44:08] ID: 1028, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.211, Ports: [5983 57], Software: PostgreSQL, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1029, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.33, Ports: [68 6 306 781 165 200 0], Software: MySQL, OS: Windows Server 2019
[2025-04-04 20:44:08] ID: 1030, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.19, Ports: [32 776 316], Software: Apache, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1031, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.192, Ports: [6 702 354 813 315 940], Software: Apache, OS: Debian 11
[2025-04-04 20:44:08] ID: 1032, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.191, Ports: [97 532 787], Software: PHP, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1033, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.237, Ports: [14 818 336], Software: Apache, OS: Windows Server 2019
[2025-04-04 20:44:08] ID: 1034, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.57, Ports: [74 53 821 297 426 900 0], Software: Apache, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1035, Type: Malware Infection, Severity: Low, Status: Resolved, IP: 192.168.1.186, Ports: [29 398 878 928 821 100 0], Software: PHP, OS: Windows Server 2019
[2025-04-04 20:44:08] ID: 1036, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.202, Ports: [9003], Software: Apache, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1037, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.201, Ports: [925 829 371 953 874], Software: PostgreSQL, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1038, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.167, Ports: [685 910 804 361], Software: PHP, OS: Debian 11
[2025-04-04 20:44:08] ID: 1039, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.41, Ports: [4 454 128], Software: Nginx, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1040, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.110, Ports: [91 229 50], Software: PostgreSQL, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1041, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.144, Ports: [3 541 363 342 528 60 0], Software: PostgreSQL, OS: Windows Server 2019
[2025-04-04 20:44:08] ID: 1042, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.122, Ports: [23 246 890], Software: Nginx, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1043, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.169, Ports: [91 264 506 775 714 700 0], Software: OpenSSH, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1044, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.234, Ports: [66 22 892 196 576 900 0], Software: PHP, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1045, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.135, Ports: [41 172 492 716 11 600 0], Software: PHP, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1046, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.28, Ports: [15 809 600], Software: MySQL, OS: Debian 11
[2025-04-04 20:44:08] ID: 1047, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.75, Ports: [32 395 111 850 129 800 0], Software: MySQL, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1048, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.183, Ports: [756 477 437 674], Software: Apache, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1049, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.125, Ports: [60 589 193], Software: PostgreSQL, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1050, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.176, Ports: [2413], Software: PostgreSQL, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1051, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.30, Ports: [4 204 539 287 415 380], Software: MySQL, OS: Debian 11
[2025-04-04 20:44:08] ID: 1052, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.40, Ports: [97 419 198 269 213 0 0], Software: OpenSSH, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1053, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.163, Ports: [4916], Software: MySQL, OS: Debian 11
[2025-04-04 20:44:08] ID: 1054, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.135, Ports: [648 841 943 480], Software: PHP, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1055, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.34, Ports: [5510], Software: Apache, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1056, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.144, Ports: [825 659 721 342 664 0], Software: Nginx, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1057, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.165, Ports: [8 253 860 29 835 350 0], Software: Node.js, OS: Debian 11
[2025-04-04 20:44:08] ID: 1058, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.88, Ports: [6 574 840 676 125 380], Software: OpenSSH, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1059, Type: Malware Infection, Severity: High, Status: Active, IP: 192.168.1.126, Ports: [2135], Software: Apache, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1060, Type: Malware Infection, Severity: Low, Status: Resolved, IP: 192.168.1.123, Ports: [6 926 360], Software: Nginx, OS: Windows Server 2019
[2025-04-04 20:44:08] ID: 1061, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.208, Ports: [31 96 253], Software: MySQL, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1062, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.34, Ports: [1451], Software: PostgreSQL, OS: Debian 11
[2025-04-04 20:44:08] ID: 1063, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.167, Ports: [2 777 275 559 15 170 0], Software: PHP, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1064, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.62, Ports: [388 830 71 125], Software: MySQL, OS: Windows Server 2019
[2025-04-04 20:44:08] ID: 1065, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.79, Ports: [5241], Software: Node.js, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1066, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.119, Ports: [87 955 250 277 42 500 0], Software: Nginx, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1067, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.208, Ports: [47 192 313 878 732 100 0], Software: PostgreSQL, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1068, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.85, Ports: [5001], Software: MySQL, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1069, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.23, Ports: [778 671 832 660], Software: Node.js, OS: Windows Server 2019
[2025-04-04 20:44:08] ID: 1070, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.107, Ports: [15 672 31 831 855 700 0], Software: PostgreSQL, OS: Windows Server 2019
[2025-04-04 20:44:08] ID: 1071, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.214, Ports: [539 520 942 963], Software: PHP, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1072, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.206, Ports: [1 329 689 438 449 820 0], Software: PHP, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1073, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.68, Ports: [8101], Software: OpenSSH, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1074, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.227, Ports: [4 699 559 562 235 610], Software: Apache, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1075, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.120, Ports: [53 803 369], Software: PostgreSQL, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1076, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.148, Ports: [319 913 829 10], Software: Node.js, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1077, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.32, Ports: [9 970 330 753 419 870], Software: PHP, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1078, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.7, Ports: [93 198 530], Software: MySQL, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1079, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.78, Ports: [2066], Software: PHP, OS: Debian 11
[2025-04-04 20:44:08] ID: 1080, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.201, Ports: [5 458 874], Software: Nginx, OS: Windows Server 2019
[2025-04-04 20:44:08] ID: 1081, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.180, Ports: [569 860 955 127 102 0], Software: MySQL, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1082, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.47, Ports: [48 922 95 661 812 0 0], Software: Apache, OS: Debian 11
[2025-04-04 20:44:08] ID: 1083, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.194, Ports: [61 744 422 179 125 300 0], Software: OpenSSH, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1084, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.160, Ports: [1788], Software: Apache, OS: Debian 11
[2025-04-04 20:44:08] ID: 1085, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.68, Ports: [9 28 701 367 631 650 0], Software: Nginx, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1086, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.201, Ports: [94 58 60 556 443 0 0], Software: Nginx, OS: Debian 11
[2025-04-04 20:44:08] ID: 1087, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.134, Ports: [35 242 799 615 435 800 0], Software: MySQL, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1088, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.167, Ports: [6 546 947 391 637 920], Software: Node.js, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1089, Type: Malware Infection, Severity: High, Status: Active, IP: 192.168.1.52, Ports: [698], Software: Nginx, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1090, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.81, Ports: [51 615 753], Software: Node.js, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1091, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.131, Ports: [4 749 359 368 665 990], Software: Nginx, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1092, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.109, Ports: [4527], Software: Nginx, OS: Debian 11
[2025-04-04 20:44:08] ID: 1093, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.88, Ports: [4 422 395], Software: Node.js, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1094, Type: Malware Infection, Severity: Low, Status: Resolved, IP: 192.168.1.138, Ports: [97 379 261], Software: Apache, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1095, Type: Malware Infection, Severity: Low, Status: Resolved, IP: 192.168.1.163, Ports: [213 407 656 712 831 0], Software: OpenSSH, OS: Windows Server 2019
[2025-04-04 20:44:08] ID: 1096, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.137, Ports: [6 186 672], Software: Nginx, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1097, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.41, Ports: [560 465 957 385], Software: OpenSSH, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1098, Type: Malware Infection, Severity: High, Status: Active, IP: 192.168.1.55, Ports: [87 105 927 987 620 900 0], Software: MySQL, OS: Windows Server 2019
[2025-04-04 20:44:08] ID: 1099, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.57, Ports: [65 402 401 170 984 800 0], Software: PostgreSQL, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1100, Type: Malware Infection, Severity: Low, Status: Resolved, IP: 192.168.1.221, Ports: [62 925 431], Software: OpenSSH, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1101, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.21, Ports: [1 67 753], Software: PostgreSQL, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1102, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.108, Ports: [6647], Software: Nginx, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1103, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.13, Ports: [87 971 316 903 99 100 0], Software: Apache, OS: Windows Server 2019
[2025-04-04 20:44:08] ID: 1104, Type: Malware Infection, Severity: Low, Status: Resolved, IP: 192.168.1.46, Ports: [6 269 858 281 681 310], Software: PHP, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1105, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.220, Ports: [5 192 635 192 792 810], Software: OpenSSH, OS: Debian 11
[2025-04-04 20:44:08] ID: 1106, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.47, Ports: [9310], Software: OpenSSH, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1107, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.39, Ports: [8760], Software: OpenSSH, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1108, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.21, Ports: [1511], Software: PostgreSQL, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1109, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.205, Ports: [9177], Software: OpenSSH, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1110, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.213, Ports: [8328], Software: Apache, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1111, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.194, Ports: [8 443 776 793 564 500], Software: Nginx, OS: Windows Server 2019
[2025-04-04 20:44:08] ID: 1112, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.153, Ports: [8 944 635 894 213 640], Software: PostgreSQL, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1113, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.124, Ports: [1622], Software: PHP, OS: Debian 11
[2025-04-04 20:44:08] ID: 1114, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.11, Ports: [7 176 916], Software: Node.js, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1115, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.199, Ports: [405 362 549 67], Software: OpenSSH, OS: Debian 11
[2025-04-04 20:44:08] ID: 1116, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.24, Ports: [9019], Software: PHP, OS: Debian 11
[2025-04-04 20:44:08] ID: 1117, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.57, Ports: [135 866 276 355], Software: OpenSSH, OS: Debian 11
[2025-04-04 20:44:08] ID: 1118, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.202, Ports: [5 109 583 491 836 150], Software: OpenSSH, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1119, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.28, Ports: [57 631 403 807 889], Software: PHP, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1120, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.72, Ports: [25 189 934 525 929 500 0], Software: PHP, OS: Debian 11
[2025-04-04 20:44:08] ID: 1121, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.217, Ports: [8 84 139 341 924 250], Software: PHP, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1122, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.233, Ports: [150 253 534 151 831], Software: Apache, OS: Debian 11
[2025-04-04 20:44:08] ID: 1123, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.138, Ports: [3504], Software: Node.js, OS: Debian 11
[2025-04-04 20:44:08] ID: 1124, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.140, Ports: [9 133 525 399 488 570], Software: PHP, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1125, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.171, Ports: [8702], Software: MySQL, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1126, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.174, Ports: [371 867 47 432], Software: OpenSSH, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1127, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.191, Ports: [663 663 759 112], Software: PostgreSQL, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1128, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.207, Ports: [87 698 774], Software: Node.js, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1129, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.223, Ports: [7 93 542 338 486 860], Software: Node.js, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1130, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.209, Ports: [7576], Software: OpenSSH, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1131, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.250, Ports: [876 116 424 999], Software: Apache, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1132, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.186, Ports: [57 884 103 702 54 600 0], Software: PostgreSQL, OS: Debian 11
[2025-04-04 20:44:08] ID: 1133, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.9, Ports: [90 594 54 102 595], Software: PHP, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1134, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.228, Ports: [75 868 309 376 490 200 0], Software: Apache, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1135, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.153, Ports: [96 595 768 279 895 0 0], Software: PostgreSQL, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1136, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.141, Ports: [6215], Software: Apache, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1137, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.111, Ports: [1 920 252 232 506 780], Software: PostgreSQL, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1138, Type: Malware Infection, Severity: High, Status: Active, IP: 192.168.1.53, Ports: [87 473 51], Software: Node.js, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1139, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.100, Ports: [2 126 108 748 661 710], Software: Node.js, OS: Windows Server 2019
[2025-04-04 20:44:08] ID: 1140, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.197, Ports: [986 263 592 362], Software: Nginx, OS: Windows Server 2019
[2025-04-04 20:44:08] ID: 1141, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.92, Ports: [654 834 988 162 39 0], Software: Node.js, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1142, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.137, Ports: [5682], Software: OpenSSH, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1143, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.227, Ports: [91 661 989], Software: MySQL, OS: Windows Server 2019
[2025-04-04 20:44:08] ID: 1144, Type: Malware Infection, Severity: High, Status: Active, IP: 192.168.1.170, Ports: [179 428 866 578], Software: PHP, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1145, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.21, Ports: [3 534 965 404 113 280 0], Software: MySQL, OS: Debian 11
[2025-04-04 20:44:08] ID: 1146, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.123, Ports: [3973], Software: PostgreSQL, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1147, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.129, Ports: [40 562 186 760], Software: OpenSSH, OS: Windows Server 2019
[2025-04-04 20:44:08] ID: 1148, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.33, Ports: [926], Software: MySQL, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1149, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.213, Ports: [409 152 819 818], Software: Node.js, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1150, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.127, Ports: [66 285 743 802 538 300 0], Software: OpenSSH, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1151, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.229, Ports: [954 987 742 146], Software: Node.js, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1152, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.245, Ports: [1297], Software: PHP, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1153, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.252, Ports: [4 431 866 137 713 180], Software: PostgreSQL, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1154, Type: Malware Infection, Severity: High, Status: Active, IP: 192.168.1.84, Ports: [778 990 858 983 438], Software: Node.js, OS: Debian 11
[2025-04-04 20:44:08] ID: 1155, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.190, Ports: [71 233 539 599 684 600 0], Software: PostgreSQL, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1156, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.132, Ports: [7360], Software: PHP, OS: Windows Server 2019
[2025-04-04 20:44:08] ID: 1157, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.169, Ports: [467], Software: PostgreSQL, OS: Windows Server 2019
[2025-04-04 20:44:08] ID: 1158, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.96, Ports: [901 235 506 510], Software: PHP, OS: Debian 11
[2025-04-04 20:44:08] ID: 1159, Type: Malware Infection, Severity: High, Status: Active, IP: 192.168.1.18, Ports: [17 969 617 938], Software: PostgreSQL, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1160, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.216, Ports: [77 307 428 835], Software: MySQL, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1161, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.247, Ports: [1 934 546], Software: Apache, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1162, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.252, Ports: [68 63 855 130 90 100 0], Software: Apache, OS: Windows Server 2019
[2025-04-04 20:44:08] ID: 1163, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.161, Ports: [79 139 774 713 925 100 0], Software: PHP, OS: Windows Server 2019
[2025-04-04 20:44:08] ID: 1164, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.240, Ports: [2 561 244 444 921 690], Software: MySQL, OS: Windows Server 2019
[2025-04-04 20:44:08] ID: 1165, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.177, Ports: [78 252 362], Software: PostgreSQL, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1166, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.46, Ports: [1 941 72 277 285 230 0], Software: Node.js, OS: CentOS 7
[2025-04-04 20:44:08] ID: 1167, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.185, Ports: [1 418 597], Software: PHP, OS: Windows Server 2019
[2025-04-04 20:44:08] ID: 1168, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.180, Ports: [8 145 798 373 655 860 0], Software: PHP, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1169, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.142, Ports: [3 925 323], Software: PHP, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1170, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.223, Ports: [124 236 712 481], Software: Node.js, OS: Windows Server 2019
[2025-04-04 20:44:08] ID: 1171, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.39, Ports: [188 523 566 806 689], Software: PostgreSQL, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1172, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.100, Ports: [315 729 315 207], Software: MySQL, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:08] ID: 1173, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.34, Ports: [225 275 961 304], Software: Node.js, OS: Ubuntu 20.04
[2025-04-04 20:44:08] ID: 1174, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.203, Ports: [13 874 928], Software: MySQL, OS: Red Hat Enterprise Linux
